6-monthly,Cause of injury,State or territory,Calendar year,Breakdown value,Hospitalisations,Bed days,Breakdown type,Data level
Jan-Jun,Traffic,NT,2014,8-16,25,86,Age group,State/Territory
Jul-Dec,Traffic,NSW,2014,0-7,105,449,Age group,State/Territory
Jul-Dec,Traffic,NSW,2014,17-25,1184,3448,Age group,State/Territory
Jul-Dec,Traffic,NSW,2014,26-39,1359,4943,Age group,State/Territory
Jul-Dec,Traffic,NSW,2014,40-64,1862,7391,Age group,State/Territory
Jul-Dec,Traffic,NSW,2014,65-74,400,2267,Age group,State/Territory
Jul-Dec,Traffic,NSW,2014,75+,445,3453,Age group,State/Territory
Jul-Dec,Traffic,NSW,2014,8-16,336,790,Age group,State/Territory
Jul-Dec,Traffic,VIC,2014,0-7,73,188,Age group,State/Territory
Jul-Dec,Traffic,VIC,2014,17-25,894,2329,Age group,State/Territory
Jul-Dec,Traffic,VIC,2014,26-39,1076,2796,Age group,State/Territory
Jul-Dec,Traffic,VIC,2014,40-64,1394,4462,Age group,State/Territory
Jul-Dec,Traffic,VIC,2014,65-74,316,1631,Age group,State/Territory
Jul-Dec,Traffic,VIC,2014,75+,295,1775,Age group,State/Territory
Jul-Dec,Traffic,VIC,2014,8-16,238,566,Age group,State/Territory
Jul-Dec,Traffic,QLD,2014,0-7,102,426,Age group,State/Territory
Jul-Dec,Traffic,QLD,2014,17-25,928,2667,Age group,State/Territory
Jul-Dec,Traffic,QLD,2014,26-39,894,2935,Age group,State/Territory
Jul-Dec,Traffic,QLD,2014,40-64,1315,5773,Age group,State/Territory
Jul-Dec,Traffic,QLD,2014,65-74,258,1141,Age group,State/Territory
Jul-Dec,Traffic,QLD,2014,75+,177,1274,Age group,State/Territory
Jul-Dec,Traffic,QLD,2014,8-16,308,783,Age group,State/Territory
Jul-Dec,Traffic,WA,2014,0-7,38,362,Age group,State/Territory
Jul-Dec,Traffic,WA,2014,17-25,321,1753,Age group,State/Territory
Jul-Dec,Traffic,WA,2014,26-39,417,2236,Age group,State/Territory
Jul-Dec,Traffic,WA,2014,40-64,507,2754,Age group,State/Territory
Jul-Dec,Traffic,WA,2014,65-74,79,656,Age group,State/Territory
Jul-Dec,Traffic,WA,2014,75+,74,479,Age group,State/Territory
Jul-Dec,Traffic,WA,2014,8-16,109,304,Age group,State/Territory
Jul-Dec,Traffic,SA,2014,0-7,25,75,Age group,State/Territory
Jul-Dec,Traffic,SA,2014,17-25,230,775,Age group,State/Territory
Jul-Dec,Traffic,SA,2014,26-39,237,887,Age group,State/Territory
Jul-Dec,Traffic,SA,2014,40-64,419,2806,Age group,State/Territory
Jul-Dec,Traffic,SA,2014,65-74,80,507,Age group,State/Territory
Jul-Dec,Traffic,SA,2014,75+,83,625,Age group,State/Territory
Jul-Dec,Traffic,SA,2014,8-16,82,141,Age group,State/Territory
Jul-Dec,Traffic,TAS,2014,0-7,7,9,Age group,State/Territory
Jul-Dec,Traffic,TAS,2014,17-25,74,194,Age group,State/Territory
Jul-Dec,Traffic,TAS,2014,26-39,65,238,Age group,State/Territory
Jul-Dec,Traffic,TAS,2014,40-64,99,427,Age group,State/Territory
Jul-Dec,Traffic,TAS,2014,65-74,16,136,Age group,State/Territory
Jul-Dec,Traffic,TAS,2014,75+,24,249,Age group,State/Territory
Jul-Dec,Traffic,TAS,2014,8-16,28,79,Age group,State/Territory
Jul-Dec,Traffic,ACT,2014,17-25,53,158,Age group,State/Territory
Jul-Dec,Traffic,ACT,2014,26-39,76,237,Age group,State/Territory
Jul-Dec,Traffic,ACT,2014,40-64,86,337,Age group,State/Territory
Jul-Dec,Traffic,ACT,2014,65-74,14,40,Age group,State/Territory
Jul-Dec,Traffic,ACT,2014,8-16,16,51,Age group,State/Territory
Jul-Dec,Traffic,NT,2014,17-25,80,315,Age group,State/Territory
Jul-Dec,Traffic,NT,2014,26-39,80,378,Age group,State/Territory
Jul-Dec,Traffic,NT,2014,40-64,87,643,Age group,State/Territory
Jul-Dec,Traffic,NT,2014,65-74,10,46,Age group,State/Territory
Jul-Dec,Traffic,NT,2014,8-16,23,62,Age group,State/Territory
Jan-Jun,Traffic,NSW,2015,0-7,100,297,Age group,State/Territory
Jan-Jun,Traffic,NSW,2015,17-25,1225,3720,Age group,State/Territory
Jan-Jun,Traffic,NSW,2015,26-39,1286,3889,Age group,State/Territory
Jan-Jun,Traffic,NSW,2015,40-64,1883,7547,Age group,State/Territory
Jan-Jun,Traffic,NSW,2015,65-74,391,2442,Age group,State/Territory
Jan-Jun,Traffic,NSW,2015,75+,401,2622,Age group,State/Territory
Jan-Jun,Traffic,NSW,2015,8-16,335,1074,Age group,State/Territory
Jan-Jun,Traffic,VIC,2015,0-7,84,174,Age group,State/Territory
Jan-Jun,Traffic,VIC,2015,17-25,912,2474,Age group,State/Territory
Jan-Jun,Traffic,VIC,2015,26-39,1136,3117,Age group,State/Territory
Jan-Jun,Traffic,VIC,2015,40-64,1529,5037,Age group,State/Territory
Jan-Jun,Traffic,VIC,2015,65-74,329,1519,Age group,State/Territory
Jan-Jun,Traffic,VIC,2015,75+,296,1915,Age group,State/Territory
Jan-Jun,Traffic,VIC,2015,8-16,246,679,Age group,State/Territory
Jan-Jun,Traffic,QLD,2015,0-7,96,161,Age group,State/Territory
Jan-Jun,Traffic,QLD,2015,17-25,866,2340,Age group,State/Territory
Jan-Jun,Traffic,QLD,2015,26-39,931,2701,Age group,State/Territory
Jan-Jun,Traffic,QLD,2015,40-64,1393,5047,Age group,State/Territory
Jan-Jun,Traffic,QLD,2015,65-74,274,1262,Age group,State/Territory
Jan-Jun,Traffic,QLD,2015,75+,207,1315,Age group,State/Territory
Jan-Jun,Traffic,QLD,2015,8-16,315,683,Age group,State/Territory
Jan-Jun,Traffic,WA,2015,0-7,48,306,Age group,State/Territory
Jan-Jun,Traffic,WA,2015,17-25,312,1571,Age group,State/Territory
Jan-Jun,Traffic,WA,2015,26-39,386,1789,Age group,State/Territory
Jan-Jun,Traffic,WA,2015,40-64,523,2982,Age group,State/Territory
Jan-Jun,Traffic,WA,2015,65-74,82,547,Age group,State/Territory
Jan-Jun,Traffic,WA,2015,75+,89,848,Age group,State/Territory
Jan-Jun,Traffic,WA,2015,8-16,147,401,Age group,State/Territory
Jan-Jun,Traffic,SA,2015,0-7,23,38,Age group,State/Territory
Jan-Jun,Traffic,SA,2015,17-25,236,884,Age group,State/Territory
Jan-Jun,Traffic,SA,2015,26-39,248,886,Age group,State/Territory
Jan-Jun,Traffic,SA,2015,40-64,403,2183,Age group,State/Territory
Jan-Jun,Traffic,SA,2015,65-74,87,442,Age group,State/Territory
Jan-Jun,Traffic,SA,2015,75+,108,651,Age group,State/Territory
Jan-Jun,Traffic,SA,2015,8-16,75,148,Age group,State/Territory
Jan-Jun,Traffic,TAS,2015,17-25,78,334,Age group,State/Territory
Jan-Jun,Traffic,TAS,2015,26-39,83,408,Age group,State/Territory
Jan-Jun,Traffic,TAS,2015,40-64,110,436,Age group,State/Territory
Jan-Jun,Traffic,TAS,2015,65-74,17,145,Age group,State/Territory
Jan-Jun,Traffic,TAS,2015,8-16,31,60,Age group,State/Territory
Jan-Jun,Traffic,ACT,2015,17-25,52,233,Age group,State/Territory
Jan-Jun,Traffic,ACT,2015,26-39,84,221,Age group,State/Territory
Jan-Jun,Traffic,ACT,2015,40-64,133,514,Age group,State/Territory
Jan-Jun,Traffic,ACT,2015,65-74,23,123,Age group,State/Territory
Jan-Jun,Traffic,ACT,2015,8-16,28,60,Age group,State/Territory
Jan-Jun,Traffic,NT,2015,0-7,6,25,Age group,State/Territory
Jan-Jun,Traffic,NT,2015,17-25,68,357,Age group,State/Territory
Jan-Jun,Traffic,NT,2015,26-39,87,341,Age group,State/Territory
Jan-Jun,Traffic,NT,2015,40-64,116,469,Age group,State/Territory
Jan-Jun,Traffic,NT,2015,65-74,5,28,Age group,State/Territory
Jan-Jun,Traffic,NT,2015,75+,7,87,Age group,State/Territory
Jan-Jun,Traffic,NT,2015,8-16,34,94,Age group,State/Territory
Jul-Dec,Traffic,NSW,2015,0-7,112,498,Age group,State/Territory
Jul-Dec,Traffic,NSW,2015,17-25,1177,5191,Age group,State/Territory
Jul-Dec,Traffic,NSW,2015,26-39,1277,6428,Age group,State/Territory
Jul-Dec,Traffic,NSW,2015,40-64,1796,12336,Age group,State/Territory
Jul-Dec,Traffic,NSW,2015,65-74,395,3007,Age group,State/Territory
Jul-Dec,Traffic,NSW,2015,75+,389,4443,Age group,State/Territory
Jul-Dec,Traffic,NSW,2015,8-16,317,837,Age group,State/Territory
Jul-Dec,Traffic,VIC,2015,0-7,83,134,Age group,State/Territory
Jul-Dec,Traffic,VIC,2015,17-25,917,5409,Age group,State/Territory
Jul-Dec,Traffic,VIC,2015,26-39,1215,7349,Age group,State/Territory
Jul-Dec,Traffic,VIC,2015,40-64,1502,10586,Age group,State/Territory
Jul-Dec,Traffic,VIC,2015,65-74,333,4191,Age group,State/Territory
Jul-Dec,Traffic,VIC,2015,75+,350,6329,Age group,State/Territory
Jul-Dec,Traffic,VIC,2015,8-16,266,1159,Age group,State/Territory
Jul-Dec,Traffic,QLD,2015,0-7,110,601,Age group,State/Territory
Jul-Dec,Traffic,QLD,2015,17-25,903,2918,Age group,State/Territory
Jul-Dec,Traffic,QLD,2015,26-39,997,4857,Age group,State/Territory
Jul-Dec,Traffic,QLD,2015,40-64,1387,7537,Age group,State/Territory
Jul-Dec,Traffic,QLD,2015,65-74,243,1918,Age group,State/Territory
Jul-Dec,Traffic,QLD,2015,75+,238,2111,Age group,State/Territory
Jul-Dec,Traffic,QLD,2015,8-16,346,819,Age group,State/Territory
Jul-Dec,Traffic,WA,2015,0-7,42,137,Age group,State/Territory
Jul-Dec,Traffic,WA,2015,17-25,343,1832,Age group,State/Territory
Jul-Dec,Traffic,WA,2015,26-39,417,2309,Age group,State/Territory
Jul-Dec,Traffic,WA,2015,40-64,471,3451,Age group,State/Territory
Jul-Dec,Traffic,WA,2015,65-74,101,713,Age group,State/Territory
Jul-Dec,Traffic,WA,2015,75+,82,1148,Age group,State/Territory
Jul-Dec,Traffic,WA,2015,8-16,140,411,Age group,State/Territory
Jul-Dec,Traffic,SA,2015,0-7,14,21,Age group,State/Territory
Jul-Dec,Traffic,SA,2015,17-25,246,763,Age group,State/Territory
Jul-Dec,Traffic,SA,2015,26-39,302,1386,Age group,State/Territory
Jul-Dec,Traffic,SA,2015,40-64,453,1981,Age group,State/Territory
Jul-Dec,Traffic,SA,2015,65-74,91,649,Age group,State/Territory
Jul-Dec,Traffic,SA,2015,75+,97,781,Age group,State/Territory
Jul-Dec,Traffic,SA,2015,8-16,84,354,Age group,State/Territory
Jul-Dec,Traffic,TAS,2015,17-25,79,349,Age group,State/Territory
Jul-Dec,Traffic,TAS,2015,26-39,77,352,Age group,State/Territory
Jul-Dec,Traffic,TAS,2015,40-64,108,577,Age group,State/Territory
Jul-Dec,Traffic,TAS,2015,65-74,27,196,Age group,State/Territory
Jul-Dec,Traffic,TAS,2015,8-16,21,32,Age group,State/Territory
Jul-Dec,Traffic,ACT,2015,0-7,7,7,Age group,State/Territory
Jul-Dec,Traffic,ACT,2015,17-25,78,270,Age group,State/Territory
Jul-Dec,Traffic,ACT,2015,26-39,87,249,Age group,State/Territory
Jul-Dec,Traffic,ACT,2015,40-64,117,609,Age group,State/Territory
Jul-Dec,Traffic,ACT,2015,65-74,29,209,Age group,State/Territory
Jul-Dec,Traffic,ACT,2015,75+,31,197,Age group,State/Territory
Jul-Dec,Traffic,ACT,2015,8-16,15,54,Age group,State/Territory
Jul-Dec,Traffic,NT,2015,17-25,89,437,Age group,State/Territory
Jul-Dec,Traffic,NT,2015,26-39,110,496,Age group,State/Territory
Jul-Dec,Traffic,NT,2015,40-64,125,931,Age group,State/Territory
Jul-Dec,Traffic,NT,2015,65-74,9,49,Age group,State/Territory
Jul-Dec,Traffic,NT,2015,8-16,23,107,Age group,State/Territory
Jan-Jun,Traffic,NSW,2016,0-7,84,459,Age group,State/Territory
Jan-Jun,Traffic,NSW,2016,17-25,1192,4897,Age group,State/Territory
Jan-Jun,Traffic,NSW,2016,26-39,1425,6385,Age group,State/Territory
Jan-Jun,Traffic,NSW,2016,40-64,1887,11063,Age group,State/Territory
Jan-Jun,Traffic,NSW,2016,65-74,409,3191,Age group,State/Territory
Jan-Jun,Traffic,NSW,2016,75+,404,3298,Age group,State/Territory
Jan-Jun,Traffic,NSW,2016,8-16,375,1020,Age group,State/Territory
Jan-Jun,Traffic,VIC,2016,0-7,86,314,Age group,State/Territory
Jan-Jun,Traffic,VIC,2016,17-25,1105,5228,Age group,State/Territory
Jan-Jun,Traffic,VIC,2016,26-39,1282,6653,Age group,State/Territory
Jan-Jun,Traffic,VIC,2016,40-64,1762,10731,Age group,State/Territory
Jan-Jun,Traffic,VIC,2016,65-74,348,3923,Age group,State/Territory
Jan-Jun,Traffic,VIC,2016,75+,335,5333,Age group,State/Territory
Jan-Jun,Traffic,VIC,2016,8-16,282,768,Age group,State/Territory
Jan-Jun,Traffic,QLD,2016,0-7,93,249,Age group,State/Territory
Jan-Jun,Traffic,QLD,2016,17-25,1000,3113,Age group,State/Territory
Jan-Jun,Traffic,QLD,2016,26-39,1010,3905,Age group,State/Territory
Jan-Jun,Traffic,QLD,2016,40-64,1343,7388,Age group,State/Territory
Jan-Jun,Traffic,QLD,2016,65-74,264,2086,Age group,State/Territory
Jan-Jun,Traffic,QLD,2016,75+,223,1782,Age group,State/Territory
Jan-Jun,Traffic,QLD,2016,8-16,335,751,Age group,State/Territory
Jan-Jun,Traffic,WA,2016,0-7,41,69,Age group,State/Territory
Jan-Jun,Traffic,WA,2016,17-25,271,1778,Age group,State/Territory
Jan-Jun,Traffic,WA,2016,26-39,356,2408,Age group,State/Territory
Jan-Jun,Traffic,WA,2016,40-64,505,3834,Age group,State/Territory
Jan-Jun,Traffic,WA,2016,65-74,111,1269,Age group,State/Territory
Jan-Jun,Traffic,WA,2016,75+,77,891,Age group,State/Territory
Jan-Jun,Traffic,WA,2016,8-16,147,515,Age group,State/Territory
Jan-Jun,Traffic,SA,2016,0-7,25,45,Age group,State/Territory
Jan-Jun,Traffic,SA,2016,17-25,284,938,Age group,State/Territory
Jan-Jun,Traffic,SA,2016,26-39,289,1399,Age group,State/Territory
Jan-Jun,Traffic,SA,2016,40-64,466,2658,Age group,State/Territory
Jan-Jun,Traffic,SA,2016,65-74,109,706,Age group,State/Territory
Jan-Jun,Traffic,SA,2016,75+,113,1241,Age group,State/Territory
Jan-Jun,Traffic,SA,2016,8-16,84,176,Age group,State/Territory
Jan-Jun,Traffic,TAS,2016,0-7,6,11,Age group,State/Territory
Jan-Jun,Traffic,TAS,2016,17-25,94,527,Age group,State/Territory
Jan-Jun,Traffic,TAS,2016,26-39,59,212,Age group,State/Territory
Jan-Jun,Traffic,TAS,2016,40-64,96,569,Age group,State/Territory
Jan-Jun,Traffic,TAS,2016,65-74,21,241,Age group,State/Territory
Jan-Jun,Traffic,TAS,2016,75+,22,289,Age group,State/Territory
Jan-Jun,Traffic,TAS,2016,8-16,32,58,Age group,State/Territory
Jan-Jun,Traffic,ACT,2016,0-7,12,25,Age group,State/Territory
Jan-Jun,Traffic,ACT,2016,17-25,68,170,Age group,State/Territory
Jan-Jun,Traffic,ACT,2016,26-39,77,225,Age group,State/Territory
Jan-Jun,Traffic,ACT,2016,40-64,115,518,Age group,State/Territory
Jan-Jun,Traffic,ACT,2016,65-74,28,137,Age group,State/Territory
Jan-Jun,Traffic,ACT,2016,75+,16,288,Age group,State/Territory
Jan-Jun,Traffic,ACT,2016,8-16,19,59,Age group,State/Territory
Jan-Jun,Traffic,NT,2016,0-7,8,22,Age group,State/Territory
Jan-Jun,Traffic,NT,2016,17-25,93,385,Age group,State/Territory
Jan-Jun,Traffic,NT,2016,26-39,80,281,Age group,State/Territory
Jan-Jun,Traffic,NT,2016,40-64,84,458,Age group,State/Territory
Jan-Jun,Traffic,NT,2016,65-74,11,121,Age group,State/Territory
Jan-Jun,Traffic,NT,2016,75+,6,86,Age group,State/Territory
Jan-Jun,Traffic,NT,2016,8-16,29,148,Age group,State/Territory
Jul-Dec,Traffic,NSW,2016,0-7,90,356,Age group,State/Territory
Jul-Dec,Traffic,NSW,2016,17-25,1223,5126,Age group,State/Territory
Jul-Dec,Traffic,NSW,2016,26-39,1288,6030,Age group,State/Territory
Jul-Dec,Traffic,NSW,2016,40-64,1948,10689,Age group,State/Territory
Jul-Dec,Traffic,NSW,2016,65-74,423,3028,Age group,State/Territory
Jul-Dec,Traffic,NSW,2016,75+,396,3894,Age group,State/Territory
Jul-Dec,Traffic,NSW,2016,8-16,330,913,Age group,State/Territory
Jul-Dec,Traffic,VIC,2016,0-7,87,322,Age group,State/Territory
Jul-Dec,Traffic,VIC,2016,17-25,1020,5007,Age group,State/Territory
Jul-Dec,Traffic,VIC,2016,26-39,1367,6986,Age group,State/Territory
Jul-Dec,Traffic,VIC,2016,40-64,1725,12409,Age group,State/Territory
Jul-Dec,Traffic,VIC,2016,65-74,377,3320,Age group,State/Territory
Jul-Dec,Traffic,VIC,2016,75+,338,6075,Age group,State/Territory
Jul-Dec,Traffic,VIC,2016,8-16,246,709,Age group,State/Territory
Jul-Dec,Traffic,QLD,2016,0-7,108,221,Age group,State/Territory
Jul-Dec,Traffic,QLD,2016,17-25,1021,3127,Age group,State/Territory
Jul-Dec,Traffic,QLD,2016,26-39,1055,4477,Age group,State/Territory
Jul-Dec,Traffic,QLD,2016,40-64,1442,7723,Age group,State/Territory
Jul-Dec,Traffic,QLD,2016,65-74,289,2096,Age group,State/Territory
Jul-Dec,Traffic,QLD,2016,75+,210,2318,Age group,State/Territory
Jul-Dec,Traffic,QLD,2016,8-16,309,581,Age group,State/Territory
Jul-Dec,Traffic,WA,2016,0-7,41,84,Age group,State/Territory
Jul-Dec,Traffic,WA,2016,17-25,306,2413,Age group,State/Territory
Jul-Dec,Traffic,WA,2016,26-39,387,2637,Age group,State/Territory
Jul-Dec,Traffic,WA,2016,40-64,517,3567,Age group,State/Territory
Jul-Dec,Traffic,WA,2016,65-74,76,820,Age group,State/Territory
Jul-Dec,Traffic,WA,2016,75+,86,1255,Age group,State/Territory
Jul-Dec,Traffic,WA,2016,8-16,110,362,Age group,State/Territory
Jul-Dec,Traffic,SA,2016,0-7,25,45,Age group,State/Territory
Jul-Dec,Traffic,SA,2016,17-25,281,1141,Age group,State/Territory
Jul-Dec,Traffic,SA,2016,26-39,272,1122,Age group,State/Territory
Jul-Dec,Traffic,SA,2016,40-64,411,1843,Age group,State/Territory
Jul-Dec,Traffic,SA,2016,65-74,115,760,Age group,State/Territory
Jul-Dec,Traffic,SA,2016,75+,109,874,Age group,State/Territory
Jul-Dec,Traffic,SA,2016,8-16,71,247,Age group,State/Territory
Jul-Dec,Traffic,TAS,2016,0-7,5,9,Age group,State/Territory
Jul-Dec,Traffic,TAS,2016,17-25,88,444,Age group,State/Territory
Jul-Dec,Traffic,TAS,2016,26-39,69,376,Age group,State/Territory
Jul-Dec,Traffic,TAS,2016,40-64,88,717,Age group,State/Territory
Jul-Dec,Traffic,TAS,2016,65-74,25,235,Age group,State/Territory
Jul-Dec,Traffic,TAS,2016,75+,24,218,Age group,State/Territory
Jul-Dec,Traffic,TAS,2016,8-16,28,58,Age group,State/Territory
Jul-Dec,Traffic,ACT,2016,17-25,70,320,Age group,State/Territory
Jul-Dec,Traffic,ACT,2016,26-39,77,155,Age group,State/Territory
Jul-Dec,Traffic,ACT,2016,40-64,99,396,Age group,State/Territory
Jul-Dec,Traffic,ACT,2016,75+,27,200,Age group,State/Territory
Jul-Dec,Traffic,ACT,2016,8-16,32,52,Age group,State/Territory
Jul-Dec,Traffic,NT,2016,17-25,104,379,Age group,State/Territory
Jul-Dec,Traffic,NT,2016,26-39,118,602,Age group,State/Territory
Jul-Dec,Traffic,NT,2016,40-64,108,729,Age group,State/Territory
Jul-Dec,Traffic,NT,2016,75+,7,333,Age group,State/Territory
Jul-Dec,Traffic,NT,2016,8-16,32,75,Age group,State/Territory
Jan-Jun,Traffic,NSW,2017,0-7,108,284,Age group,State/Territory
Jan-Jun,Traffic,NSW,2017,17-25,1180,4264,Age group,State/Territory
Jan-Jun,Traffic,NSW,2017,26-39,1314,5910,Age group,State/Territory
Jan-Jun,Traffic,NSW,2017,40-64,1854,10788,Age group,State/Territory
Jan-Jun,Traffic,NSW,2017,65-74,443,2581,Age group,State/Territory
Jan-Jun,Traffic,NSW,2017,75+,393,3535,Age group,State/Territory
Jan-Jun,Traffic,NSW,2017,8-16,308,995,Age group,State/Territory
Jan-Jun,Traffic,VIC,2017,0-7,90,112,Age group,State/Territory
Jan-Jun,Traffic,VIC,2017,17-25,1124,4974,Age group,State/Territory
Jan-Jun,Traffic,VIC,2017,26-39,1444,7446,Age group,State/Territory
Jan-Jun,Traffic,VIC,2017,40-64,1826,11652,Age group,State/Territory
Jan-Jun,Traffic,VIC,2017,65-74,356,3483,Age group,State/Territory
Jan-Jun,Traffic,VIC,2017,75+,324,4104,Age group,State/Territory
Jan-Jun,Traffic,VIC,2017,8-16,284,1148,Age group,State/Territory
Jan-Jun,Traffic,QLD,2017,0-7,95,153,Age group,State/Territory
Jan-Jun,Traffic,QLD,2017,17-25,987,3264,Age group,State/Territory
Jan-Jun,Traffic,QLD,2017,26-39,1081,4181,Age group,State/Territory
Jan-Jun,Traffic,QLD,2017,40-64,1440,7014,Age group,State/Territory
Jan-Jun,Traffic,QLD,2017,65-74,270,2196,Age group,State/Territory
Jan-Jun,Traffic,QLD,2017,75+,206,2177,Age group,State/Territory
Jan-Jun,Traffic,QLD,2017,8-16,341,757,Age group,State/Territory
Jan-Jun,Traffic,WA,2017,0-7,35,81,Age group,State/Territory
Jan-Jun,Traffic,WA,2017,17-25,276,1652,Age group,State/Territory
Jan-Jun,Traffic,WA,2017,26-39,408,2168,Age group,State/Territory
Jan-Jun,Traffic,WA,2017,40-64,571,3795,Age group,State/Territory
Jan-Jun,Traffic,WA,2017,65-74,98,1158,Age group,State/Territory
Jan-Jun,Traffic,WA,2017,75+,83,700,Age group,State/Territory
Jan-Jun,Traffic,WA,2017,8-16,145,599,Age group,State/Territory
Jan-Jun,Traffic,SA,2017,0-7,19,74,Age group,State/Territory
Jan-Jun,Traffic,SA,2017,17-25,252,961,Age group,State/Territory
Jan-Jun,Traffic,SA,2017,26-39,292,1478,Age group,State/Territory
Jan-Jun,Traffic,SA,2017,40-64,460,2210,Age group,State/Territory
Jan-Jun,Traffic,SA,2017,65-74,101,785,Age group,State/Territory
Jan-Jun,Traffic,SA,2017,75+,109,1138,Age group,State/Territory
Jan-Jun,Traffic,SA,2017,8-16,80,280,Age group,State/Territory
Jan-Jun,Traffic,TAS,2017,17-25,66,220,Age group,State/Territory
Jan-Jun,Traffic,TAS,2017,26-39,58,395,Age group,State/Territory
Jan-Jun,Traffic,TAS,2017,40-64,117,540,Age group,State/Territory
Jan-Jun,Traffic,TAS,2017,65-74,36,268,Age group,State/Territory
Jan-Jun,Traffic,TAS,2017,8-16,34,97,Age group,State/Territory
Jan-Jun,Traffic,ACT,2017,17-25,52,141,Age group,State/Territory
Jan-Jun,Traffic,ACT,2017,26-39,74,166,Age group,State/Territory
Jan-Jun,Traffic,ACT,2017,40-64,146,440,Age group,State/Territory
Jan-Jun,Traffic,ACT,2017,65-74,26,168,Age group,State/Territory
Jan-Jun,Traffic,ACT,2017,8-16,20,87,Age group,State/Territory
Jan-Jun,Traffic,NT,2017,0-7,6,14,Age group,State/Territory
Jan-Jun,Traffic,NT,2017,17-25,61,198,Age group,State/Territory
Jan-Jun,Traffic,NT,2017,26-39,107,379,Age group,State/Territory
Jan-Jun,Traffic,NT,2017,40-64,77,708,Age group,State/Territory
Jan-Jun,Traffic,NT,2017,65-74,16,247,Age group,State/Territory
Jan-Jun,Traffic,NT,2017,75+,8,87,Age group,State/Territory
Jan-Jun,Traffic,NT,2017,8-16,21,34,Age group,State/Territory
Jul-Dec,Traffic,NSW,2017,0-7,82,298,Age group,State/Territory
Jul-Dec,Traffic,NSW,2017,17-25,1213,4814,Age group,State/Territory
Jul-Dec,Traffic,NSW,2017,26-39,1196,6592,Age group,State/Territory
Jul-Dec,Traffic,NSW,2017,40-64,1793,10243,Age group,State/Territory
Jul-Dec,Traffic,NSW,2017,65-74,404,2836,Age group,State/Territory
Jul-Dec,Traffic,NSW,2017,75+,406,5502,Age group,State/Territory
Jul-Dec,Traffic,NSW,2017,8-16,322,872,Age group,State/Territory
Jul-Dec,Traffic,VIC,2017,0-7,103,199,Age group,State/Territory
Jul-Dec,Traffic,VIC,2017,17-25,1088,5445,Age group,State/Territory
Jul-Dec,Traffic,VIC,2017,26-39,1319,6323,Age group,State/Territory
Jul-Dec,Traffic,VIC,2017,40-64,1781,9672,Age group,State/Territory
Jul-Dec,Traffic,VIC,2017,65-74,428,4109,Age group,State/Territory
Jul-Dec,Traffic,VIC,2017,75+,337,4728,Age group,State/Territory
Jul-Dec,Traffic,VIC,2017,8-16,290,659,Age group,State/Territory
Jul-Dec,Traffic,QLD,2017,0-7,122,260,Age group,State/Territory
